#,Element,Alpha_P_H,Alpha_PP_H,Beta_x,Alpha_x,Mu_x,Beta_y,Alpha_y,Mu_y,Semi_Ap_H,Semi_Ap_V,Dist_Datum_D,Ap_H,Ap_V,Ratio_Ap_Beta_x,Ratio_Ap_Beta_y
143,BF0,1.059968,0.040434,8.153731,-1.319876,0.371352,4.822703,0.570374,0.265525,78.315024,50.538581,13.436282,0.156630048,0.101077162,0.0192096167999655,0.0209586122139389
144,BF0,1.064268,0.04555,8.413887,-1.280931,0.373273,4.714715,0.509757,0.268863,79.391086,50.025854,13.536282,0.158782172,0.100051708,0.0188714409879761,0.0212211571643248
145,BF0,1.069077,0.050624,8.665807,-1.237542,0.375136,4.618705,0.450566,0.272274,80.421592,49.565046,13.636282,0.160843184,0.099130092,0.0185606699987664,0.0214627459428562
146,BF0,1.074391,0.05565,8.908617,-1.189856,0.376948,4.534405,0.392637,0.275753,81.405217,49.156472,13.736282,0.1628104339999999,0.098312944,0.0182756127017246,0.0216815533680824
147,BF0,1.080205,0.060626,9.141474,-1.138039,0.378711,4.461577,0.335808,0.279292,82.34072,48.800436,13.836282,0.16468144,0.0976008719999999,0.0180147577950776,0.0218758685549974
148,BF0,1.086514,0.065546,9.363569,-1.082268,0.380431,4.400019,0.279921,0.282885,83.226941,48.497218,13.936282,0.166453882,0.0969944359999999,0.017776756063847,0.0220440948095905
149,BF0,1.093312,0.070408,9.57413,-1.022737,0.382112,4.349556,0.224821,0.286524,84.062797,48.247071,14.036282,0.168125594,0.096494142,0.017560404339611,0.022184825761526
150,BF0,1.100594,0.075205,9.772426,-0.959649,0.383757,4.310048,0.170352,0.2902,84.847283,48.050212,14.136282,0.169694566,0.096100424,0.0173646304407933,0.0222968338171639
151,BF0,1.108351,0.079936,9.957768,-0.893225,0.38537,4.281383,0.116365,0.293906,85.579463,47.906815,14.236282,0.171158926,0.09581363,0.0171884830014115,0.0223791307621859
152,BF0,1.116578,0.084595,10.129509,-0.823693,0.386955,4.26348,0.062707,0.297632,86.258478,47.817012,14.336282,0.172516956,0.095634024,0.0170311271750684,0.0224309775113287
153,BF0,1.125268,0.089179,10.287054,-0.751294,0.388514,4.256288,0.00923,0.301369,86.883538,47.780884,14.436282,0.173767076,0.095561768,0.0168918211180771,0.0224519036305813
154,BF0,1.134411,0.093684,10.429852,-0.676278,0.39005,4.259786,-0.044216,0.305107,87.453921,47.798459,14.536282,0.1749078419999999,0.095596918,0.016769925594342,0.0224417184337429
155,BF0,1.144002,0.098105,10.557408,-0.598907,0.391566,4.273983,-0.097779,0.308838,87.968977,47.869715,14.636282,0.175937954,0.09573943,0.0166648815694155,0.0224005172692544
156,BF0,1.15403,0.102441,10.669276,-0.519448,0.393066,4.298916,-0.151609,0.312552,88.428123,47.994578,14.736282,0.176856246,0.0959891559999999,0.016576218105146,0.0223286884414582
157,BF0,1.164487,0.106686,10.765066,-0.438177,0.394551,4.334654,-0.205856,0.31624,88.830843,48.172922,14.836282,0.177661686,0.096345844,0.0165035389471834,0.0222268822378902
158,BF0,1.175364,0.110837,10.844445,-0.355376,0.396023,4.381296,-0.26067,0.319892,89.176688,48.404575,14.936282,0.178353376,0.09680915,0.0164465194853217,0.0220960076653118
159,BF0,1.186651,0.114891,10.907134,-0.271332,0.397487,4.43897,-0.316204,0.323502,89.465277,48.689324,15.036282,0.178930554,0.097378648,0.0164049102174778,0.021937216966999
160,BF0,1.198338,0.118844,10.952914,-0.186338,0.398943,4.507836,-0.372613,0.327061,89.696296,49.026916,15.136282,0.179392592,0.098053832,0.0163785264816285,0.0217518631999921
161,BF0,1.210416,0.122693,10.981625,-0.100688,0.400394,4.588084,-0.430053,0.330561,89.869494,49.41707,15.236282,0.179738988,0.09883414,0.0163672487450627,0.0215414844192041
162,BF0,1.222874,0.126435,10.993166,-0.014681,0.401842,4.679936,-0.488684,0.333996,89.98469,49.859477,15.336282,0.17996938,0.099718954,0.0163710235977515,0.0213077601915923
163,BF0,1.2357,0.130067,10.987493,0.071386,0.40329,4.783648,-0.548667,0.337361,90.041767,50.353814,15.436282,0.180083534,0.100707628,0.01638986564087,0.021052474596793
164,BF0,1.248883,0.133585,10.964627,0.157212,0.40474,4.899505,-0.61017,0.340649,90.040675,50.899749,15.536282,0.18008135,0.101799498,0.0164238464290668,0.0207775067073102
165,BF0,1.262413,0.136987,10.924644,0.2425,0.406194,5.027828,-0.673361,0.343856,89.98143,51.496947,15.636282,0.17996286,0.102993894,0.0164731097873761,0.0204847687709285
166,BF0,1.276277,0.14027,10.867683,0.326953,0.407654,5.168973,-0.738417,0.346979,89.864113,52.145079,15.736282,0.179728226,0.104290158,0.0165378605540849,0.0201761854821064
167,BF0,1.290463,0.143431,10.793939,0.410277,0.409123,5.323331,-0.805516,0.350013,89.688875,52.843833,15.836282,0.17937775,0.105687666,0.0166183772207717,0.0198536716954102
168,BF0,1.304959,0.146467,10.703667,0.492182,0.410604,5.491328,-0.874844,0.352957,89.455932,53.592913,15.936282,0.178911864,0.107185826,0.0167150065486902,0.0195191083104123
169,BF0,1.319752,0.149376,10.597179,0.572385,0.412098,5.67343,-0.946591,0.355809,89.165566,54.392052,16.036282,0.178331132,0.108784104,0.0168281702139786,0.0191743097209272
170,BF1,1.328765,0.15106,10.525654,0.619572,0.413002,5.789669,-0.990883,0.357476,88.963926,54.895466,16.096282,0.177927852,0.109790932,0.0169042087076014,0.0189632485034982
171,BF2,1.343916,0.151942,10.394228,0.694325,0.414524,5.995607,-1.069002,0.360177,88.582674,55.775104,16.196282,0.177165348,0.111550208,0.0170445893624807,0.0186053235310453
172,BF2,1.359149,0.152695,10.248081,0.766729,0.416066,6.217476,-1.150223,0.362785,88.145512,56.706042,16.296282,0.176291024,0.113412084,0.017202344907305,0.0182408559357527
173,BF3,1.365271,0.153389,10.186673,0.768456,0.416689,6.310302,-1.17046,0.363801,87.959027,57.090595,16.336282,0.175918054,0.11418119,0.017269431736937,0.0180944097445732
0,STT,1.365271,0.153389,10.186669,0.768455,0.0,6.310301,-1.170459,0.0,87.959014,57.090587,16.336282,0.175918028,0.114181174,0.0172694359657705,0.0180944100764765
1,BF4,1.390033,0.156119,9.939771,0.774401,0.002531,6.69798,-1.252956,0.003918,87.203259,58.666856,16.496282,0.174406518,0.117333712,0.0175463316005972,0.0175177758070343
2,BF5,1.405681,0.156852,9.786619,0.757124,0.004144,6.952553,-1.292784,0.00625,86.730541,59.677213,16.596282000000002,0.173461082,0.119354426,0.0177243113275381,0.01716699261408
3,BF5,1.421403,0.157587,9.636919,0.739882,0.005783,7.215099,-1.332687,0.008497,86.266733,60.700022,16.696282,0.172533466,0.121400044,0.0179033844738136,0.0168258320502601
4,BF6,1.426133,0.15774,9.592682,0.734687,0.00628,7.295419,-1.344656,0.009155,86.129351,61.009197,16.726282,0.172258702,0.122018394,0.0179573034944763,0.0167253442194341
5,L1,1.441285,0.157923,9.453217,0.718076,0.007884,7.557273,-1.382998,0.011213,85.695154,62.005501,16.822282,0.171390308,0.124011002,0.0181303685295704,0.0164094908308856
6,L2,1.447445,0.157998,9.39747,0.711337,0.008543,7.665754,-1.398593,0.012029,85.521137,62.41319,16.861282,0.171042274,0.12482638,0.0182008853446725,0.0162836402002986
7,L3,1.468951,0.158261,9.207178,0.687881,0.01087,8.053577,-1.453063,0.014784,84.925238,63.847583,16.997282000000002,0.169850476,0.127695166,0.018447615110732,0.0158557080909513
8,L4,1.496677,0.158605,8.971688,0.657797,0.013935,8.574443,-1.523352,0.018135,84.18402,65.720758,17.172282,0.16836804,0.131441516,0.0187665955392117,0.0153294524204079
9,L4,1.524463,0.158956,8.746708,0.627818,0.017079,9.119949,-1.593863,0.021285,83.472482,67.622504,17.347282,0.166944964,0.135245008,0.0190866053834196,0.0148295794197971
10,L5,1.529869,0.159025,8.704214,0.622006,0.017699,9.228798,-1.607588,0.021875,83.337769,67.995105,17.381282,0.1666755379999999,0.13599021,0.019148832737798,0.0147354194988339
11,L6,1.552312,0.159314,8.532203,0.597943,0.020303,9.690173,-1.664597,0.024248,82.791624,69.550556,17.522282,0.165583248,0.139101112,0.0194068575255417,0.0143548636334975
12,L4,1.580223,0.159677,8.328136,0.568167,0.023608,10.285193,-1.735553,0.027038,82.142458,71.502879,17.697282,0.164284916,0.1430057579999999,0.0197264929391162,0.0139040422479189
13,L4,1.608199,0.160046,8.134475,0.538486,0.026992,10.905086,-1.806732,0.029668,81.52601,73.477639,17.872282000000002,0.16305202,0.146955278,0.0200445658754867,0.0134758476916183
14,L4,1.63624,0.160421,7.951185,0.508897,0.030455,11.549931,-1.878131,0.03215,80.943313,75.473188,18.047282,0.161886626,0.150946376,0.020360062808248,0.0130690283777452
15,L4,1.664347,0.160802,7.778237,0.479395,0.033997,12.219804,-1.94975,0.034495,80.3954,77.488038,18.222282,0.1607907999999999,0.154976076,0.0206718823301475,0.0126823700281935
16,L7,1.676413,0.160966,7.707274,0.466778,0.035539,12.514573,-1.980511,0.03546,80.171484,78.357115,18.297282,0.160342968,0.1567142299999999,0.0208041089495455,0.0125225391229888
17,L4,1.704616,0.161354,7.549046,0.437395,0.039191,13.220333,-2.052441,0.037625,79.675052,80.397237,18.472282,0.159350104,0.160794474,0.0211086412773216,0.0121626644351545
18,L4,1.732887,0.161746,7.401089,0.40809,0.042917,13.951307,-2.124587,0.039676,79.215894,82.453612,18.647282,0.158431788,0.164907224,0.021406550846774,0.0118201989247315
19,L8,1.751341,0.162004,7.310216,0.38904,0.045384,14.441082,-2.171699,0.040955,78.937312,83.801429,18.761282,0.157874624,0.167602858,0.0215964376428822,0.0116059764773858
20,L9,1.761227,0.162142,7.263375,0.378859,0.046716,14.707569,-2.196946,0.041621,78.795012,84.525182,18.822282,0.157590024,0.169050364,0.0216965286798492,0.0114941064699407
21,L4,1.789637,0.162543,7.135879,0.349698,0.050585,15.489194,-2.269516,0.043466,78.41338,86.610987,18.997282000000002,0.15682676,0.173221974,0.0219772168222022,0.0111834078648637
22,L4,1.818118,0.162947,7.018579,0.320603,0.054521,16.296255,-2.342296,0.045219,78.071944,88.710152,19.172282,0.156143888,0.177420304,0.0222472224078406,0.0108871826072922
23,L10,1.834979,0.163187,6.954053,0.303441,0.056877,16.785097,-2.385395,0.046214,77.889465,89.95641,19.275682,0.15577893,0.17991282,0.0224011709430457,0.0107186047241788
24,DQD5,1.843793,0.171028,6.924036,0.265645,0.058087,17.034165,-2.335935,0.046711,77.809955,90.584409,19.328432,0.15561991,0.1811688179999999,0.022475317863743,0.0106356148364184
25,DQD4,1.853432,0.194419,6.901051,0.170183,0.059302,17.270296,-2.13949,0.0472,77.766208,91.175561,19.381182000000003,0.155532416,0.182351122,0.0225374969696644,0.0105586564353037
26,DQD3,1.864718,0.233541,6.891163,0.017346,0.060519,17.477691,-1.790726,0.047683,77.790175,91.691448,19.433932,0.15558035,0.183382896,0.0225767914646627,0.0104923983379726
27,DQD2,1.878488,0.288628,6.900441,-0.19333,0.061737,17.640075,-1.286057,0.048161,77.913851,92.093239,19.486682000000002,0.1558277019999999,0.184186478,0.0225822816251888,0.0104413659238977
28,DQD1,1.899752,0.36678,6.944761,-0.490187,0.06323,17.760182,-0.562941,0.048745,78.237152,92.389235,19.551582,0.1564743039999999,0.18477847,0.0225312727104647,0.0104040865121765
29,DQD1,1.926118,0.445916,7.027921,-0.792308,0.064709,17.785954,0.166202,0.049326,78.760906,92.452616,19.616482,0.157521812,0.184905232,0.0224137140983798,0.0103961379861884
30,DQD1,1.957657,0.526247,7.150813,-1.102941,0.066167,17.717113,0.893571,0.049907,79.486422,92.283209,19.681382,0.158972844,0.184566418,0.022231436341574,0.0104174093149374
31,DQD1,1.994455,0.60799,7.314757,-1.425423,0.067596,17.554396,1.611385,0.050493,80.415509,91.881473,19.746282,0.160831018,0.183762946,0.0219871990279376,0.0104682010135808
32,DQD1,2.03661,0.691363,7.521515,-1.76322,0.068989,17.299544,2.311964,0.051085,81.550485,91.2485,19.811182000000002,0.1631009699999999,0.182497,0.0216845901390876,0.0105492375984014
33,DQD1,2.084234,0.77659,7.773308,-2.11996,0.07034,16.955281,2.987814,0.051688,82.894189,90.38601,19.876082,0.165788378,0.18077202,0.0213279054425734,0.0106616941352962
34,DQD1,2.137456,0.863899,8.072842,-2.499477,0.071645,16.52529,3.631704,0.052305,84.449995,89.296351,19.940982,0.16889999,0.178592702,0.0209219987211443,0.0108072355765012
35,DQD1,2.196418,0.953524,8.423334,-2.905847,0.072898,16.014172,4.236746,0.052939,86.221823,87.982492,20.005882,0.172443646,0.175964984,0.0204721368047378,0.0109880788091947
36,DQD2,2.248435,1.018916,8.746422,-3.222211,0.073876,15.546197,4.630233,0.053471,87.815189,86.761023,20.058632,0.175630378,0.1735220459999999,0.0200802543028452,0.0111617037916089
37,DQD3,2.30344,1.066786,9.099948,-3.482179,0.074818,15.044932,4.868931,0.05402,89.520369,85.432088,20.111382,0.179040738,0.1708641759999999,0.0196749188017338,0.0113569257740746
38,DQD4,2.360487,1.096264,9.477565,-3.678034,0.075722,14.526114,4.964312,0.054588,91.302321,84.033088,20.164132000000002,0.182604642,0.168066176,0.0192670419036957,0.0115699337069776
39,DQD5,2.418582,1.106417,9.872046,-3.800829,0.07659,14.004198,4.9291,0.055177,93.124538,82.600292,20.216882000000002,0.186249076,0.1652005839999999,0.0188663095775688,0.0117965044481661
40,L11,2.526635,1.106652,10.629365,-3.954626,0.078107,13.058918,4.751223,0.056326,96.521654,79.935536,20.314532,0.193043308,0.159871072,0.0181613208314889,0.012242290823788
41,TQ1,2.696573,1.107528,11.880911,-4.198895,0.080281,11.64281,4.47421,0.058307,101.877453,75.755978,20.468032,0.203754906,0.151511956,0.0171497712591231,0.0130133495264459
42,TQ1,2.866648,1.108436,13.207563,-4.443913,0.082231,10.311765,4.197075,0.060537,107.251552,71.588731,20.621532000000002,0.214503104,0.143177462,0.0162409298369426,0.0138848647152063
43,L11,2.974898,1.108671,14.090547,-4.598446,0.083371,9.509415,4.01955,0.062106,110.678372,68.945666,20.719182,0.221356744,0.137891332,0.0157095919697084,0.0145005062877159
44,DQF5,3.033052,1.096187,14.576897,-4.620775,0.083956,9.092451,3.885561,0.063009,112.519925,67.528025,20.771932,0.22503985,0.13505605,0.0154381175911443,0.0148536461730725
45,DQF4,3.089866,1.057756,15.05879,-4.512613,0.084523,8.693346,3.682094,0.063954,114.31539,66.140321,20.824682000000003,0.22863078,0.132280642,0.0151825465392637,0.015216309347402
46,DQF3,3.143945,0.992455,15.521831,-4.262195,0.085072,8.318922,3.418622,0.064941,116.01578,64.809167,20.877432,0.23203156,0.129618334,0.0149487235107765,0.0155811454897641
47,DQF2,3.19385,0.899452,15.950449,-3.859056,0.085605,7.975064,3.103378,0.065972,117.570658,63.560035,20.930182000000002,0.235141316,0.12712007,0.0147419872631798,0.0159396927723714
48,DQF1,3.246482,0.770369,16.399764,-3.264093,0.086225,7.608753,2.713686,0.06726,119.184535,62.199334,20.993207,0.23836907,0.124398668,0.014534908551123,0.0163494159949731
49,DQF1,3.290915,0.639339,16.771941,-2.636167,0.08683,7.289788,2.351516,0.068608,120.512962,60.987578,21.056232,0.241025924,0.121975156,0.0143707829642377,0.0167323324080206
50,DQF1,3.327037,0.506692,17.063222,-1.98162,0.087423,7.014934,2.013196,0.070011,121.552531,59.92196,21.119257,0.243105062,0.1198439199999999,0.0142473128463076,0.0170841122667725
51,DQF1,3.354756,0.372765,17.270666,-1.307063,0.088007,6.781404,1.695295,0.071466,122.300582,59.000033,21.182282,0.244601164,0.118000066,0.0141628101660931,0.0174005362311403
52,DQF1,3.374004,0.237896,17.392178,-0.619307,0.088585,6.586828,1.394587,0.072968,122.755199,58.219697,21.245307,0.245510398,0.116439394,0.0141161387607693,0.0176776126536171
53,DQF1,3.38473,0.102426,17.426531,0.074701,0.089161,6.429234,1.108024,0.07451,122.915221,57.579185,21.308332,0.245830442,0.11515837,0.0141066768825074,0.0179116781252634
54,DQF1,3.386909,-0.033302,17.373378,0.767953,0.089737,6.307023,0.832697,0.076086,122.780238,57.077059,21.371357,0.245560476,0.114154118,0.0141342965081402,0.0180995246093125
55,DQF1,3.380534,-0.168946,17.233256,1.453447,0.090317,6.218957,0.565815,0.077688,122.350601,56.712197,21.434382,0.244701202,0.113424394,0.0141993597727556,0.0182384914383553
56,DQF2,3.369009,-0.267996,17.053914,1.944644,0.090806,6.169466,0.372878,0.079044,121.778178,56.506023,21.487132000000003,0.243556356,0.113012046,0.0142815517892256,0.0183179623649761
57,DQF3,3.353013,-0.338416,16.830845,2.28259,0.091302,6.137475,0.233818,0.080408,121.052523,56.372309,21.539882,0.242105046,0.112744618,0.0143846043380471,0.0183698700198371
58,DQF4,3.334053,-0.380394,16.580021,2.471317,0.091804,6.117382,0.147178,0.081779,120.225731,56.288148,21.592632000000002,0.240451462,0.112576296,0.0145024823551188,0.0184026918704766
59,DQF5,3.313623,-0.394215,16.316892,2.516553,0.092315,6.103701,0.112192,0.083153,119.34931,56.230766,21.645382,0.23869862,0.112461532,0.0146289268814183,0.0184251377975428
60,L12,3.275514,-0.39397,15.834507,2.471917,0.093272,6.083654,0.095122,0.085678,117.722722,56.146564,21.742082,0.235445444,0.1122931279999999,0.0148691363741226,0.0184581713555701
61,TQ2,3.215406,-0.389207,15.089662,2.38085,0.094853,6.057359,0.076162,0.089703,115.16102,56.035914,21.895582,0.23032204,0.112071828,0.0152635652143831,0.0185017642177061
62,TQ2,3.156024,-0.384516,14.372453,2.291859,0.096512,6.036899,0.057121,0.093743,112.633387,55.949646,22.049082,0.225266774,0.111899292,0.0156735091775913,0.0185358893696912
63,L13,3.115972,-0.384237,13.899683,2.245289,0.097685,6.026919,0.038652,0.096493,110.932016,55.907516,22.153282,0.221864032,0.111815032,0.0159618051721035,0.0185526024159276
64,L14,3.077561,-0.383965,13.45509,2.200645,0.098849,6.020962,0.020917,0.099135,109.304731,55.882351,22.253282,0.218609462,0.111764702,0.0162473429757809,0.0185625988006567
65,L14,3.039179,-0.383689,13.019422,2.156047,0.100051,6.018553,0.003172,0.101779,107.683077,55.87217,22.353282,0.215366154,0.11174434,0.0165419136118331,0.0185666455043263
66,L14,3.000824,-0.38341,12.592669,2.111496,0.101294,6.019694,-0.014585,0.104423,106.067303,55.876992,22.453282,0.212134606,0.111753984,0.0168458812027855,0.0185647283732362
67,L15,2.977441,-0.383238,12.336722,2.084344,0.102073,6.022134,-0.025423,0.106036,105.084681,55.887304,22.514282,0.210169362,0.111774608,0.0170360783034585,0.0185606311649657
68,L16,2.897789,-0.382639,11.488872,1.991894,0.104854,6.040403,-0.06242,0.111526,101.752154,55.964433,22.722282,0.203504308,0.111928866,0.0177131669671313,0.0185300328471461
69,L14,2.85954,-0.382345,11.094931,1.947522,0.106264,6.054668,-0.080231,0.114158,100.16049,56.024575,22.822282,0.20032098,0.11204915,0.0180551803341544,0.0185062417955864
70,L14,2.821321,-0.382047,10.70986,1.9032,0.107724,6.072497,-0.098059,0.116783,98.576095,56.099644,22.922282000000003,0.19715219,0.112199288,0.0184084749940708,0.0184766312770512
71,L14,2.783131,-0.381744,10.333648,1.858927,0.109237,6.093893,-0.115906,0.119399,96.999322,56.189588,23.022282,0.193998644,0.112379176,0.0187734906395108,0.0184412781780054
72,L14,2.744972,-0.381438,9.966286,1.814705,0.110805,6.11886,-0.133772,0.122005,95.430545,56.294346,23.122282,0.1908610899999999,0.1125886919999999,0.0191506735809106,0.018400272599798
73,L14,2.706844,-0.381127,9.607763,1.770533,0.112432,6.147403,-0.15166,0.124601,93.870166,56.413844,23.222282,0.187740332,0.112827688,0.0195404832529695,0.0183537158699372
74,L14,2.668747,-0.380812,9.258069,1.726412,0.114119,6.179526,-0.16957,0.127183,92.318613,56.547997,23.322282,0.184637226,0.113095994,0.019943384090138,0.0183017263783662
75,L14,2.630681,-0.380493,8.917195,1.682343,0.115871,6.215232,-0.187503,0.129751,90.776343,56.696711,23.422282000000003,0.181552686,0.113393422,0.0203598425289566,0.0182444391456344
76,L14,2.592648,-0.380169,8.585129,1.638325,0.11769,6.254528,-0.205461,0.132304,89.243843,56.85988,23.522282,0.178487686,0.1137197599999999,0.0207903324457908,0.0181819891125277
77,L14,2.554648,-0.379841,8.261861,1.594359,0.11958,6.297419,-0.223445,0.13484,87.721636,57.03739,23.622282,0.175443272,0.11407478,0.0212353211945831,0.0181145291428123
78,L14,2.51668,-0.379508,7.947382,1.550445,0.121544,6.343908,-0.241457,0.137358,86.21028,57.229116,23.722282,0.17242056,0.114458232,0.0216952651829243,0.0180422275985086
79,L14,2.478746,-0.379171,7.64168,1.506583,0.123586,6.394003,-0.259497,0.139857,84.710372,57.434925,23.822282,0.169420744,0.11486985,0.0221706148386218,0.0179652480613474
80,L14,2.440846,-0.378829,7.344745,1.462774,0.125711,6.447709,-0.277568,0.142336,83.222551,57.654677,23.922282000000003,0.1664451019999999,0.115309354,0.0226617945211167,0.0178837714295108
81,L14,2.40298,-0.378483,7.056567,1.419018,0.127922,6.505032,-0.295669,0.144794,81.747503,57.888221,24.022282,0.163495006,0.115776442,0.0231691991303986,0.0177979819315262
82,L14,2.36515,-0.378132,6.777134,1.375314,0.130223,6.565979,-0.313804,0.147229,80.28596,58.135403,24.122282,0.16057192,0.1162708059999999,0.0236931894809811,0.0177080685149922
83,L14,2.327354,-0.377777,6.506437,1.331664,0.13262,6.630556,-0.331972,0.149641,78.838707,58.396059,24.222282,0.157677414,0.116792118,0.0242340645118057,0.0176142269215432
84,L14,2.289594,-0.377417,6.244465,1.288066,0.135117,6.69877,-0.350175,0.152029,77.406587,58.670021,24.322282,0.154813174,0.117340042,0.0247920636916052,0.0175166548485766
85,L14,2.251871,-0.377053,5.991207,1.244522,0.137719,6.770628,-0.368415,0.154393,75.9905,58.957115,24.422282000000003,0.151981,0.11791423,0.0253673425071108,0.0174155528851976
86,L14,2.214184,-0.376684,5.746653,1.20103,0.140432,6.846139,-0.386692,0.156731,74.591411,59.257161,24.522282,0.149182822,0.118514322,0.0259599495567245,0.0173111182814138
87,L14,2.176534,-0.376311,5.510792,1.15759,0.14326,6.925308,-0.405009,0.159042,73.210352,59.569977,24.622282,0.146420704,0.119139954,0.0265698113810138,0.0172035603326234
